Date Stamped,Registrant Name,Registration Number,Document Type,Short Form Name,Foreign Principal Name,Foreign Principal Country,URL
6/9/2020,Teneo Strategy LLC,6698,Short-Form,"Alqaseer, Faten",,,https://efile.fara.gov/docs/6698-Short-Form-20200609-24.pdf
6/9/2020,Ballard Partners,6415,Short-Form,"Rubin, James Phillip",,,https://efile.fara.gov/docs/6415-Short-Form-20200609-122.pdf
6/9/2020,"Steptoe & Johnson, LLP",6653,Short-Form,"Kantor, Douglas S.",,,https://efile.fara.gov/docs/6653-Short-Form-20200609-20.pdf
6/9/2020,Teneo Strategy LLC,6698,Short-Form,"Maas, Andrew James",,,https://efile.fara.gov/docs/6698-Short-Form-20200609-40.pdf
6/9/2020,Teneo Strategy LLC,6698,Short-Form,"Band, Douglas Jay",,,https://efile.fara.gov/docs/6698-Short-Form-20200609-42.pdf
6/9/2020,Teneo Strategy LLC,6698,Short-Form,"Clark, Jennifer Lisa",,,https://efile.fara.gov/docs/6698-Short-Form-20200609-36.pdf
6/9/2020,Teneo Strategy LLC,6698,Short-Form,"Johns, Emily",,,https://efile.fara.gov/docs/6698-Short-Form-20200609-28.pdf
6/9/2020,Teneo Strategy LLC,6698,Short-Form,"Riley, Padraic D.",,,https://efile.fara.gov/docs/6698-Short-Form-20200609-22.pdf
6/9/2020,Teneo Strategy LLC,6698,Short-Form,"Zivin, Aaron (Sparky) Lawrence",,,https://efile.fara.gov/docs/6698-Short-Form-20200609-34.pdf
6/8/2020,NWG Advocacy LLC (formerly NWG Public Affairs LLC),6834,Short-Form,"Weller, Gerald",,,https://efile.fara.gov/docs/6834-Short-Form-20200608-2.pdf
6/5/2020,"Fragomen, Del Rey, Bernsen & Loewy, LLP",6827,Short-Form,"Caesar, Samantha",,,https://efile.fara.gov/docs/6827-Short-Form-20200605-8.pdf
6/5/2020,"Fragomen, Del Rey, Bernsen & Loewy, LLP",6827,Short-Form,"Gordon, Howard William",,,https://efile.fara.gov/docs/6827-Short-Form-20200605-10.pdf
6/5/2020,"Fragomen, Del Rey, Bernsen & Loewy, LLP",6827,Short-Form,"Brown, Daniel",,,https://efile.fara.gov/docs/6827-Short-Form-20200605-12.pdf
6/5/2020,"Mercury Public Affairs, LLC",6170,Short-Form,"Garcia, Jose Antonio",,,https://efile.fara.gov/docs/6170-Short-Form-20200605-608.pdf
6/5/2020,"Mercury Public Affairs, LLC",6170,Short-Form,"Murphy, Christopher",,,https://efile.fara.gov/docs/6170-Short-Form-20200605-606.pdf
6/4/2020,"Steptoe & Johnson, LLP",6653,Short-Form,"Fortuno, Luis",,,https://efile.fara.gov/docs/6653-Short-Form-20200604-16.pdf
6/4/2020,"Steptoe & Johnson, LLP",6653,Short-Form,"Kantor, Douglas S.",,,https://efile.fara.gov/docs/6653-Short-Form-20200604-18.pdf
6/4/2020,Cornerstone Government Affairs,6401,Short-Form,"McCord, Morgan",,,https://efile.fara.gov/docs/6401-Short-Form-20200604-90.pdf
6/4/2020,"Coast to Coast Strategies, LLC",6833,Short-Form,"Anuzis, Saulius Linas",,,https://efile.fara.gov/docs/6833-Short-Form-20200604-2.pdf
6/2/2020,"Mercury Public Affairs, LLC",6170,Short-Form,"McMillan, Thomas Jock",,,https://efile.fara.gov/docs/6170-Short-Form-20200602-604.pdf
5/29/2020,KOTRA,1619,Short-Form,"Lee, Nuri",,,https://efile.fara.gov/docs/1619-Short-Form-20200529-444.pdf
5/29/2020,KOTRA,1619,Short-Form,"Kim, Seung Wook",,,https://efile.fara.gov/docs/1619-Short-Form-20200529-442.pdf
5/29/2020,KOTRA,1619,Short-Form,"Park, Yong Min",,,https://efile.fara.gov/docs/1619-Short-Form-20200529-450.pdf
5/29/2020,KOTRA,1619,Short-Form,"Kang, Taek Woo",,,https://efile.fara.gov/docs/1619-Short-Form-20200529-446.pdf
5/29/2020,Qatar-America Institute,6829,Short-Form,"Untermeyer, Charles G.",,,https://efile.fara.gov/docs/6829-Short-Form-20200529-2.pdf
5/29/2020,KOTRA,1619,Short-Form,"Jung, Sewon",,,https://efile.fara.gov/docs/1619-Short-Form-20200529-452.pdf
5/29/2020,Invest Northern Ireland,4364,Short-Form,"Howard, Khalig",,,https://efile.fara.gov/docs/4364-Short-Form-20200529-154.pdf
5/29/2020,"Keene, David A. d/b/a Keene Consulting",6608,Short-Form,"Wiesner, Donna R.",,,https://efile.fara.gov/docs/6608-Short-Form-20200529-6.pdf
5/29/2020,Invest Northern Ireland,4364,Short-Form,"Werken, Don van de",,,https://efile.fara.gov/docs/4364-Short-Form-20200529-156.pdf
5/29/2020,"Akin, Gump, Strauss, Hauer & Feld, LLP",3492,Short-Form,"Padgett, Katherine",,,https://efile.fara.gov/docs/3492-Short-Form-20200529-406.pdf
5/29/2020,Invest Northern Ireland,4364,Short-Form,"Hendrix, Caroline",,,https://efile.fara.gov/docs/4364-Short-Form-20200529-158.pdf
5/29/2020,KOTRA,1619,Short-Form,"Lee, Hyeryong",,,https://efile.fara.gov/docs/1619-Short-Form-20200529-448.pdf
5/28/2020,Fish & Richardson P.C.,6830,Short-Form,"Degnan, Lauren Ann",,,https://efile.fara.gov/docs/6830-Short-Form-20200528-18.pdf
5/28/2020,"Harris, Wiltshire & Grannis LLP",6831,Short-Form,"Sechrest, Colleen",,,https://efile.fara.gov/docs/6831-Short-Form-20200528-8.pdf
5/28/2020,Fish & Richardson P.C.,6830,Short-Form,"Lavoie, Teresa",,,https://efile.fara.gov/docs/6830-Short-Form-20200528-12.pdf
5/28/2020,"Harris, Wiltshire & Grannis LLP",6831,Short-Form,"Paoletta, Patricia",,,https://efile.fara.gov/docs/6831-Short-Form-20200528-12.pdf
5/28/2020,Fish & Richardson P.C.,6830,Short-Form,"McCallion, Kristen Ann",,,https://efile.fara.gov/docs/6830-Short-Form-20200528-16.pdf
5/28/2020,"Harris, Wiltshire & Grannis LLP",6831,Short-Form,"Bressie, Kent",,,https://efile.fara.gov/docs/6831-Short-Form-20200528-10.pdf
5/28/2020,Fish & Richardson P.C.,6830,Short-Form,"Farrell, John Michael",,,https://efile.fara.gov/docs/6830-Short-Form-20200528-26.pdf
5/28/2020,Fish & Richardson P.C.,6830,Short-Form,"Shear, William Chad",,,https://efile.fara.gov/docs/6830-Short-Form-20200528-2.pdf
5/28/2020,Fish & Richardson P.C.,6830,Short-Form,"Ballanco, Michael John",,,https://efile.fara.gov/docs/6830-Short-Form-20200528-28.pdf
5/28/2020,Fish & Richardson P.C.,6830,Short-Form,"Reiter, Tiffany",,,https://efile.fara.gov/docs/6830-Short-Form-20200528-22.pdf
5/28/2020,Fish & Richardson P.C.,6830,Short-Form,"McCormick, Madelyn Sara",,,https://efile.fara.gov/docs/6830-Short-Form-20200528-14.pdf
5/28/2020,Fish & Richardson P.C.,6830,Short-Form,"Schmuel, Jenny Anne",,,https://efile.fara.gov/docs/6830-Short-Form-20200528-8.pdf
5/28/2020,Fish & Richardson P.C.,6830,Short-Form,"Whelan, Dorothy",,,https://efile.fara.gov/docs/6830-Short-Form-20200528-6.pdf
5/28/2020,Fish & Richardson P.C.,6830,Short-Form,"Cheng, Vivian Chiwing",,,https://efile.fara.gov/docs/6830-Short-Form-20200528-24.pdf
5/28/2020,Fish & Richardson P.C.,6830,Short-Form,"Adkisson, John",,,https://efile.fara.gov/docs/6830-Short-Form-20200528-10.pdf
5/28/2020,Fish & Richardson P.C.,6830,Short-Form,"Zoppo, Michael Theodore",,,https://efile.fara.gov/docs/6830-Short-Form-20200528-4.pdf
5/28/2020,Fish & Richardson P.C.,6830,Short-Form,"Warden, Joseph Barlow",,,https://efile.fara.gov/docs/6830-Short-Form-20200528-20.pdf
5/27/2020,"Steptoe & Johnson, LLP",6653,Short-Form,"Bondy, Christophe",,,https://efile.fara.gov/docs/6653-Short-Form-20200527-12.pdf
5/27/2020,"Steptoe & Johnson, LLP",6653,Short-Form,"Cunningham, Richard",,,https://efile.fara.gov/docs/6653-Short-Form-20200527-10.pdf
5/27/2020,"Steptoe & Johnson, LLP",6653,Short-Form,"Trendl, Thomas",,,https://efile.fara.gov/docs/6653-Short-Form-20200527-8.pdf
5/27/2020,"Steptoe & Johnson, LLP",6653,Short-Form,"Weiss, Jeffrey",,,https://efile.fara.gov/docs/6653-Short-Form-20200527-14.pdf
5/26/2020,"Mercury Public Affairs, LLC",6170,Short-Form,"Bramwell, Adam",,,https://efile.fara.gov/docs/6170-Short-Form-20200526-602.pdf
5/26/2020,"Jewish Agency - American Section, Inc.",6191,Short-Form,"Nagola, Lior",,,https://efile.fara.gov/docs/6191-Short-Form-20200526-16.pdf
5/22/2020,Malaysia Tourism Promotion Board,2510,Short-Form,"Setia, Mohd Akbal Bin",,,https://efile.fara.gov/docs/2510-Short-Form-20200522-26.pdf
5/22/2020,Linklaters LLP,6795,Short-Form,"Evtimov, Bogdan Venelinov",,,https://efile.fara.gov/docs/6795-Short-Form-20200522-26.pdf
5/21/2020,"Arnold & Porter Kaye Scholer, LLP",1750,Short-Form,"Louer, Gregory",,,https://efile.fara.gov/docs/1750-Short-Form-20200521-84.pdf
5/21/2020,"Arnold & Porter Kaye Scholer, LLP",1750,Short-Form,"Smith, Amy B.",,,https://efile.fara.gov/docs/1750-Short-Form-20200521-82.pdf
5/21/2020,"Arnold & Porter Kaye Scholer, LLP",1750,Short-Form,"Howard, Paul A.",,,https://efile.fara.gov/docs/1750-Short-Form-20200521-86.pdf
5/21/2020,"Arnold & Porter Kaye Scholer, LLP",1750,Short-Form,"O'Neill, Kevin",,,https://efile.fara.gov/docs/1750-Short-Form-20200521-88.pdf
5/20/2020,Brunswick Group LLC,6826,Short-Form,"Diviney, John",,,https://efile.fara.gov/docs/6826-Short-Form-20200520-2.pdf
5/20/2020,Brunswick Group LLC,6826,Short-Form,"Hills-Bos, Tristan",,,https://efile.fara.gov/docs/6826-Short-Form-20200520-22.pdf
5/20/2020,Brunswick Group LLC,6826,Short-Form,"Carter, Alice",,,https://efile.fara.gov/docs/6826-Short-Form-20200520-16.pdf
5/20/2020,Brunswick Group LLC,6826,Short-Form,"Mitchell, Kim",,,https://efile.fara.gov/docs/6826-Short-Form-20200520-14.pdf
5/20/2020,Brunswick Group LLC,6826,Short-Form,"Sleiman, Dana Ghaleb",,,https://efile.fara.gov/docs/6826-Short-Form-20200520-20.pdf
5/20/2020,Brunswick Group LLC,6826,Short-Form,"Nasser, Roya",,,https://efile.fara.gov/docs/6826-Short-Form-20200520-6.pdf
5/20/2020,Brunswick Group LLC,6826,Short-Form,"Kanne, Nicole Alexandra",,,https://efile.fara.gov/docs/6826-Short-Form-20200520-8.pdf
5/20/2020,BCW LLC,6227,Short-Form,"Wyldeck, Adam",,,https://efile.fara.gov/docs/6227-Short-Form-20200520-234.pdf
5/20/2020,Brunswick Group LLC,6826,Short-Form,"Guesdon, Fanny Genevieve Solange",,,https://efile.fara.gov/docs/6826-Short-Form-20200520-18.pdf
5/20/2020,Brunswick Group LLC,6826,Short-Form,"Eliano, Liza",,,https://efile.fara.gov/docs/6826-Short-Form-20200520-10.pdf
5/20/2020,BCW LLC,6227,Short-Form,"Bossung, Taylor",,,https://efile.fara.gov/docs/6227-Short-Form-20200520-236.pdf
5/20/2020,BCW LLC,6227,Short-Form,"Rice, Rebecca",,,https://efile.fara.gov/docs/6227-Short-Form-20200520-230.pdf
5/20/2020,BCW LLC,6227,Short-Form,"Pevtsov, Emil",,,https://efile.fara.gov/docs/6227-Short-Form-20200520-232.pdf
5/20/2020,Brunswick Group LLC,6826,Short-Form,"Mead, Amanda Liann",,,https://efile.fara.gov/docs/6826-Short-Form-20200520-4.pdf
5/20/2020,Brunswick Group LLC,6826,Short-Form,"Ray, Agnish",,,https://efile.fara.gov/docs/6826-Short-Form-20200520-12.pdf
5/19/2020,"Fragomen, Del Rey, Bernsen & Loewy, LLP",6827,Short-Form,"Cooper, Owen B.",,,https://efile.fara.gov/docs/6827-Short-Form-20200519-2.pdf
5/19/2020,"Fragomen, Del Rey, Bernsen & Loewy, LLP",6827,Short-Form,"Pierce, Daniel Paul",,,https://efile.fara.gov/docs/6827-Short-Form-20200519-6.pdf
5/19/2020,"Fragomen, Del Rey, Bernsen & Loewy, LLP",6827,Short-Form,"Hampe, Carl",,,https://efile.fara.gov/docs/6827-Short-Form-20200519-4.pdf
5/18/2020,"Sonoran Policy Group, LLC",6399,Short-Form,"Bourge, Christian",,,https://efile.fara.gov/docs/6399-Short-Form-20200518-174.pdf
5/16/2020,Federacion De Alcades Pedaneo,6823,Short-Form,"Vidal, Joes G.",,,https://efile.fara.gov/docs/6823-Short-Form-20200516-2.pdf
5/16/2020,Federacion De Alcades Pedaneo,6823,Short-Form,"Rodriguez, William F.",,,https://efile.fara.gov/docs/6823-Short-Form-20200516-4.pdf
5/16/2020,"Corallo Media Strategies, Inc",6602,Short-Form,"Corallo, Mark",,,https://efile.fara.gov/docs/6602-Short-Form-20200516-16.pdf
5/15/2020,"Arnold & Porter Kaye Scholer, LLP",1750,Short-Form,"Debevoise II, Eli Whitney",,,https://efile.fara.gov/docs/1750-Short-Form-20200515-80.pdf
5/15/2020,"Pivot Integrated Communications, a division of BCW LLC",6736,Short-Form,"Davmer, Ariella",,,https://efile.fara.gov/docs/6736-Short-Form-20200515-40.pdf
5/14/2020,"Glover Park Group, LLC",5666,Short-Form,"Esser, Victoria",,,https://efile.fara.gov/docs/5666-Short-Form-20200514-240.pdf
5/14/2020,"Hill and Knowlton Strategies, LLC",3301,Short-Form,"Robinson, Grant",,,https://efile.fara.gov/docs/3301-Short-Form-20200514-834.pdf
5/13/2020,"Mercury Public Affairs, LLC",6170,Short-Form,"Murphy, Christopher",,,https://efile.fara.gov/docs/6170-Short-Form-20200513-600.pdf
5/11/2020,"Glover Park Group, LLC",5666,Short-Form,"Preston, Tod",,,https://efile.fara.gov/docs/5666-Short-Form-20200511-238.pdf
5/11/2020,"Mercury Public Affairs, LLC",6170,Short-Form,"Tomlin, John",,,https://efile.fara.gov/docs/6170-Short-Form-20200511-598.pdf
5/11/2020,"Mercury Public Affairs, LLC",6170,Short-Form,"McMillan, Thomas Jock",,,https://efile.fara.gov/docs/6170-Short-Form-20200511-596.pdf
5/8/2020,Baker & McKenzie,6821,Short-Form,"Georgaklis, Christina",,,https://efile.fara.gov/docs/6821-Short-Form-20200508-4.pdf
5/8/2020,Proof Strategies Inc.,6822,Short-Form,"Manning, Luci",,,https://efile.fara.gov/docs/6822-Short-Form-20200508-4.pdf
5/8/2020,Proof Strategies Inc.,6822,Short-Form,"Vies, Henri",,,https://efile.fara.gov/docs/6822-Short-Form-20200508-8.pdf
5/8/2020,Baker & McKenzie,6821,Short-Form,"Chinwuba, Chukwuemeka Charles",,,https://efile.fara.gov/docs/6821-Short-Form-20200508-2.pdf
5/8/2020,Cayman Islands Department of Tourism,2500,Short-Form,"Dehn, Kari",,,https://efile.fara.gov/docs/2500-Short-Form-20200508-70.pdf
5/8/2020,Proof Strategies Inc.,6822,Short-Form,"Burright, Chris",,,https://efile.fara.gov/docs/6822-Short-Form-20200508-2.pdf
5/8/2020,"Akin, Gump, Strauss, Hauer & Feld, LLP",3492,Short-Form,"Padgett, Katherine",,,https://efile.fara.gov/docs/3492-Short-Form-20200508-404.pdf
5/8/2020,Cayman Islands Department of Tourism,2500,Short-Form,"Obreiter, Julie",,,https://efile.fara.gov/docs/2500-Short-Form-20200508-72.pdf
5/8/2020,Proof Strategies Inc.,6822,Short-Form,"Carter, Mary Mein",,,https://efile.fara.gov/docs/6822-Short-Form-20200508-6.pdf
5/7/2020,"Arnold & Porter Kaye Scholer, LLP",1750,Short-Form,"Shannon Jr., Thomas A.",,,https://efile.fara.gov/docs/1750-Short-Form-20200507-78.pdf
5/7/2020,"Arnold & Porter Kaye Scholer, LLP",1750,Short-Form,"Herrera, Raul R.",,,https://efile.fara.gov/docs/1750-Short-Form-20200507-76.pdf
5/6/2020,Hogan Lovells US LLP,2244,Short-Form,"Goldfield, H.P.",,,https://efile.fara.gov/docs/2244-Short-Form-20200506-126.pdf
5/4/2020,"Glover Park Group, LLC",5666,Short-Form,"O'Brien, Brett",,,https://efile.fara.gov/docs/5666-Short-Form-20200504-232.pdf
5/4/2020,"Glover Park Group, LLC",5666,Short-Form,"Gross, Joshua",,,https://efile.fara.gov/docs/5666-Short-Form-20200504-234.pdf
5/4/2020,"Glover Park Group, LLC",5666,Short-Form,"Stein, Elliot",,,https://efile.fara.gov/docs/5666-Short-Form-20200504-236.pdf
5/1/2020,"BGR Government Affairs, LLC",5430,Short-Form,"Birnbaum, Jeffrey",,,https://efile.fara.gov/docs/5430-Short-Form-20200501-318.pdf
5/1/2020,"BGR Government Affairs, LLC",5430,Short-Form,"Maney, Jo",,,https://efile.fara.gov/docs/5430-Short-Form-20200501-320.pdf
4/30/2020,Prime Policy Group,6377,Short-Form,"Adler, Ann",,,https://efile.fara.gov/docs/6377-Short-Form-20200430-68.pdf
4/30/2020,BCW LLC,6227,Short-Form,"Bossung, Taylor",,,https://efile.fara.gov/docs/6227-Short-Form-20200430-228.pdf
4/30/2020,"MSLGROUP Americas, LLC",5483,Short-Form,"Mestas, Sophia Elise",,,https://efile.fara.gov/docs/5483-Short-Form-20200430-784.pdf
4/30/2020,"MSLGROUP Americas, LLC",5483,Short-Form,"Enad, Senan",,,https://efile.fara.gov/docs/5483-Short-Form-20200430-778.pdf
4/30/2020,"MSLGROUP Americas, LLC",5483,Short-Form,"Levenberg, Philippa",,,https://efile.fara.gov/docs/5483-Short-Form-20200430-782.pdf
4/30/2020,"MSLGROUP Americas, LLC",5483,Short-Form,"Biggs, Joycelyn",,,https://efile.fara.gov/docs/5483-Short-Form-20200430-776.pdf
4/30/2020,"MSLGROUP Americas, LLC",5483,Short-Form,"Kissel, Paris",,,https://efile.fara.gov/docs/5483-Short-Form-20200430-780.pdf
4/30/2020,BCW LLC,6227,Short-Form,"Wyldeck, Adam",,,https://efile.fara.gov/docs/6227-Short-Form-20200430-224.pdf
4/30/2020,BCW LLC,6227,Short-Form,"Rice, Rebecca",,,https://efile.fara.gov/docs/6227-Short-Form-20200430-226.pdf
4/30/2020,"MSLGROUP Americas, LLC",5483,Short-Form,"Jordan Jr., Alvin E.",,,https://efile.fara.gov/docs/5483-Short-Form-20200430-774.pdf
4/29/2020,"Finn Partners, Inc.",6212,Short-Form,"Dinccetin, Haldun",,,https://efile.fara.gov/docs/6212-Short-Form-20200429-10.pdf
4/29/2020,"Zeno Group, Inc.",6652,Short-Form,"Corlies, Charissa",,,https://efile.fara.gov/docs/6652-Short-Form-20200429-128.pdf
4/27/2020,"Blaze Partners, LLC",6818,Short-Form,"Philbrook, Chris",,,https://efile.fara.gov/docs/6818-Short-Form-20200427-4.pdf
4/27/2020,"Blaze Partners, LLC",6818,Short-Form,"Hauptman, James",,,https://efile.fara.gov/docs/6818-Short-Form-20200427-2.pdf
4/27/2020,"Blaze Partners, LLC",6818,Short-Form,"Hill, Eliza",,,https://efile.fara.gov/docs/6818-Short-Form-20200427-6.pdf
4/27/2020,"Blaze Partners, LLC",6818,Short-Form,"Dienel, Robin",,,https://efile.fara.gov/docs/6818-Short-Form-20200427-8.pdf
4/25/2020,"Linden Government Solutions, LLC",6682,Short-Form,"Payne, Stephen",,,https://efile.fara.gov/docs/6682-Short-Form-20200425-12.pdf
4/25/2020,"Linden Government Solutions, LLC",6682,Short-Form,"Ettinger, Brian",,,https://efile.fara.gov/docs/6682-Short-Form-20200425-14.pdf
4/24/2020,Schulman Bhattacharya LLC,6742,Short-Form,"Gavenman, Jeffrey S.",,,https://efile.fara.gov/docs/6742-Short-Form-20200424-8.pdf
4/24/2020,Singapore Tourism Board,2414,Short-Form,"Ng, Qi Hui",,,https://efile.fara.gov/docs/2414-Short-Form-20200424-88.pdf
4/22/2020,"JETRO, Houston",2277,Short-Form,"Sakurauchi, Masahiro",,,https://efile.fara.gov/docs/2277-Short-Form-20200422-50.pdf
4/21/2020,"Kuykendall, Gregory J., PC",5917,Short-Form,"Kuykendall, Gregory J.",,,https://efile.fara.gov/docs/5917-Short-Form-20200421-40.pdf
4/20/2020,Singapore Economic Development Board,2003,Short-Form,"Wen, Ng Wei",,,https://efile.fara.gov/docs/2003-Short-Form-20200420-180.pdf
4/20/2020,Singapore Economic Development Board,2003,Short-Form,"Chia, Min Xin Jeff",,,https://efile.fara.gov/docs/2003-Short-Form-20200420-176.pdf
4/20/2020,Singapore Economic Development Board,2003,Short-Form,"Lim, Xuan Hong",,,https://efile.fara.gov/docs/2003-Short-Form-20200420-178.pdf
4/17/2020,"Mercury Public Affairs, LLC",6170,Short-Form,"Kennedy, Karen",,,https://efile.fara.gov/docs/6170-Short-Form-20200417-594.pdf
4/16/2020,"Afghanistan-U.S. Democratic Peace and Prosperity Council, Inc.",6817,Short-Form,"Rahmani, Martin",,,https://efile.fara.gov/docs/6817-Short-Form-20200416-4.pdf
4/16/2020,"Afghanistan-U.S. Democratic Peace and Prosperity Council, Inc.",6817,Short-Form,"Mallory, Jeffrey Richard",,,https://efile.fara.gov/docs/6817-Short-Form-20200416-2.pdf
4/16/2020,"Zeno Group, Inc.",6652,Short-Form,"Naik, Ojas",,,https://efile.fara.gov/docs/6652-Short-Form-20200416-126.pdf
4/16/2020,Hogan Lovells US LLP,2244,Short-Form,"Kroll, Chase Robert",,,https://efile.fara.gov/docs/2244-Short-Form-20200416-124.pdf
4/10/2020,"Peck Madigan Jones, Inc.",6816,Short-Form,"Jones, Joseph Jonathon",,,https://efile.fara.gov/docs/6816-Short-Form-20200410-2.pdf
4/10/2020,"Peck Madigan Jones, Inc.",6816,Short-Form,"Heimbach, James",,,https://efile.fara.gov/docs/6816-Short-Form-20200410-4.pdf
4/10/2020,"Peck Madigan Jones, Inc.",6816,Short-Form,"Olson, Jennifer",,,https://efile.fara.gov/docs/6816-Short-Form-20200410-6.pdf
4/9/2020,"Broydrick and Associates, Inc.",6796,Short-Form,"Broydrick, William B.",,,https://efile.fara.gov/docs/6796-Short-Form-20200409-6.pdf
4/9/2020,"Mercury Public Affairs, LLC",6170,Short-Form,"Sculthorpe, Timothy",,,https://efile.fara.gov/docs/6170-Short-Form-20200409-592.pdf
4/9/2020,RF Binder Partners Inc.,6814,Short-Form,"Upadhyay, Amee",,,https://efile.fara.gov/docs/6814-Short-Form-20200409-10.pdf
4/9/2020,RF Binder Partners Inc.,6814,Short-Form,"McBride, William",,,https://efile.fara.gov/docs/6814-Short-Form-20200409-6.pdf
4/9/2020,RF Binder Partners Inc.,6814,Short-Form,"Maroni, William",,,https://efile.fara.gov/docs/6814-Short-Form-20200409-18.pdf
4/9/2020,RF Binder Partners Inc.,6814,Short-Form,"Manning, Megan",,,https://efile.fara.gov/docs/6814-Short-Form-20200409-16.pdf
4/9/2020,RF Binder Partners Inc.,6814,Short-Form,"Klein, Julia",,,https://efile.fara.gov/docs/6814-Short-Form-20200409-20.pdf
4/9/2020,RF Binder Partners Inc.,6814,Short-Form,"Frayter, Karina",,,https://efile.fara.gov/docs/6814-Short-Form-20200409-4.pdf
4/9/2020,RF Binder Partners Inc.,6814,Short-Form,"Binder, Amy",,,https://efile.fara.gov/docs/6814-Short-Form-20200409-2.pdf
4/9/2020,RF Binder Partners Inc.,6814,Short-Form,"Bergman, Jennifer",,,https://efile.fara.gov/docs/6814-Short-Form-20200409-14.pdf
4/9/2020,RF Binder Partners Inc.,6814,Short-Form,"Saridereli, Serra",,,https://efile.fara.gov/docs/6814-Short-Form-20200409-12.pdf
4/9/2020,RF Binder Partners Inc.,6814,Short-Form,"Cameron, Kelly",,,https://efile.fara.gov/docs/6814-Short-Form-20200409-8.pdf
4/8/2020,"Global Management Association, Corp",6812,Short-Form,"Bader, Nabil Ahmad",,,https://efile.fara.gov/docs/6812-Short-Form-20200408-2.pdf
4/7/2020,"JJ&B, LLC",6809,Short-Form,"Granger, Michael",,,https://efile.fara.gov/docs/6809-Short-Form-20200407-6.pdf
4/7/2020,Wells Haslem Mayhew Strategic Public Affairs Pty Ltd,6811,Short-Form,"Lindsay, Kathy Patricia",,,https://efile.fara.gov/docs/6811-Short-Form-20200407-4.pdf
4/7/2020,"JJ&B, LLC",6809,Short-Form,"Albertine, John M.",,,https://efile.fara.gov/docs/6809-Short-Form-20200407-8.pdf
4/7/2020,"JJ&B, LLC",6809,Short-Form,"Fraser, David",,,https://efile.fara.gov/docs/6809-Short-Form-20200407-4.pdf
4/7/2020,"JJ&B, LLC",6809,Short-Form,"Albertine, James J.",,,https://efile.fara.gov/docs/6809-Short-Form-20200407-10.pdf
4/7/2020,"JJ&B, LLC",6809,Short-Form,"Fisher, Bart S.",,,https://efile.fara.gov/docs/6809-Short-Form-20200407-2.pdf
4/7/2020,Wells Haslem Mayhew Strategic Public Affairs Pty Ltd,6811,Short-Form,"Pisk, Stav",,,https://efile.fara.gov/docs/6811-Short-Form-20200407-6.pdf
4/7/2020,Wells Haslem Mayhew Strategic Public Affairs Pty Ltd,6811,Short-Form,"Haslem, Benjamin",,,https://efile.fara.gov/docs/6811-Short-Form-20200407-2.pdf
4/4/2020,"Hill and Knowlton Strategies, LLC",3301,Short-Form,"Robinson, Grant",,,https://efile.fara.gov/docs/3301-Short-Form-20200404-832.pdf
4/3/2020,"Daniel J. Edelman, Inc.",3634,Short-Form,"Holsan-Kana, Holli Lynn",,,https://efile.fara.gov/docs/3634-Short-Form-20200403-891.pdf
4/2/2020,"Daniel J. Edelman, Inc.",3634,Short-Form,"Laws, George Benjamin",,,https://efile.fara.gov/docs/3634-Short-Form-20200402-887.pdf
4/2/2020,"Daniel J. Edelman, Inc.",3634,Short-Form,"Edelman, Amanda",,,https://efile.fara.gov/docs/3634-Short-Form-20200402-889.pdf
3/31/2020,"Harris Bricken McVay Sliwoski, LLP",6712,Short-Form,"Nyberg, Sonya",,,https://efile.fara.gov/docs/6712-Short-Form-20200331-16.pdf
3/30/2020,"Daniel J. Edelman, Inc.",3634,Short-Form,"Conci, Maria Del Pilar",,,https://efile.fara.gov/docs/3634-Short-Form-20200330-879.pdf
3/30/2020,"Daniel J. Edelman, Inc.",3634,Short-Form,"Gosbee, Jeremy",,,https://efile.fara.gov/docs/3634-Short-Form-20200330-883.pdf
3/30/2020,"JETRO, Chicago",1850,Short-Form,"Nishizawa, Tomofumi",,,https://efile.fara.gov/docs/1850-Short-Form-20200330-80.pdf
3/30/2020,"Fleishman-Hillard, Inc.",5801,Short-Form,"Netto, Joseph",,,https://efile.fara.gov/docs/5801-Short-Form-20200330-242.pdf
3/30/2020,"Daniel J. Edelman, Inc.",3634,Short-Form,"Chaquette, Margaret",,,https://efile.fara.gov/docs/3634-Short-Form-20200330-885.pdf
3/30/2020,DLA Piper US LLP,3712,Short-Form,"Bernstein, Matthew C.",,,https://efile.fara.gov/docs/3712-Short-Form-20200330-514.pdf
3/30/2020,"Fleishman-Hillard, Inc.",5801,Short-Form,"Schmidt, Michael Thomas",,,https://efile.fara.gov/docs/5801-Short-Form-20200330-240.pdf
3/30/2020,"Fleishman-Hillard, Inc.",5801,Short-Form,"Shull, Anna Marie",,,https://efile.fara.gov/docs/5801-Short-Form-20200330-244.pdf
3/30/2020,"Fleishman-Hillard, Inc.",5801,Short-Form,"Streich, William Joseph Brendan",,,https://efile.fara.gov/docs/5801-Short-Form-20200330-238.pdf
3/30/2020,"Daniel J. Edelman, Inc.",3634,Short-Form,"Stokes, Benjamin Noel",,,https://efile.fara.gov/docs/3634-Short-Form-20200330-881.pdf
3/27/2020,TrailRunner International LLC,6808,Short-Form,"Walker, Georgia",,,https://efile.fara.gov/docs/6808-Short-Form-20200327-8.pdf
3/27/2020,TrailRunner International LLC,6808,Short-Form,"Wilkinson, James R",,,https://efile.fara.gov/docs/6808-Short-Form-20200327-2.pdf
